source_folder,source_image,target_image,classification,reviewed_matches_dirname,notes
3605-015264-0,3605-015264-0.jpg,North China Magazine 1942-1-12_Page_335.jpg,Negative,Matches,
3605-015268-0,3605-015268-0.jpg,North China Magazine 1942-1-12_Page_335.jpg,Negative,Matches,
3605-015270-0,3605-015270-0.jpg,North China Magazine 1942-1-12_Page_335.jpg,Negative,Matches,
3605-015273-0,3605-015273-0.jpg,North China Magazine 1942-1-12_Page_335.jpg,Negative,Matches,
3605-015276-0,3605-015276-0.jpg,North China Magazine 1942-1-12_Page_335.jpg,Negative,Matches,
3605-015402-0,3605-015402-0.jpg,North China Magazine 1942-1-12_Page_192_(1).jpg,Positive,Matches,
3605-015406-0,3605-015406-0.jpg,North China Magazine 1942-1-12_Page_226.jpg,Positive,Matches,
3605-015415-0,3605-015415-0.jpg,North China Magazine 1941-1-12_Page_120.jpg,Positive,Matches,
3605-015415-0,3605-015415-0.jpg,North China Magazine 1941-1-12_Page_121.jpg,Positive,Matches,
3605-015418-0,3605-015418-0.jpg,North China Magazine 1942-1-12_Page_227.jpg,Positive,Matches,
3605-015423-0,3605-015423-0.jpg,North China Magazine 1942-1-12_Page_176.jpg,Positive,Matches,
3605-015438-0,3605-015438-0.jpg,North China Magazine 1942-1-12_Page_109.jpg,Positive,Matches,
3605-015450-0,3605-015450-0.jpg,North China Magazine 1943-1-8_Page_080_(2).jpg,Positive,Matches,
3605-015453-0,3605-015453-0.jpg,North China Magazine 1943-1-8_Page_080_(4).jpg,Positive,Matches,
3605-015463-0_(1),3605-015463-0_(1).jpg,North China Magazine 1942-1-12_Page_329.jpg,Positive,Matches,
3605-015463-0_(2),3605-015463-0_(2).jpg,North China Magazine 1942-1-12_Page_329.jpg,Positive,Matches,
3605-015474-0,3605-015474-0.jpg,North China Magazine 1941-1-12_Page_244_(2).jpg,Positive,Matches,
3605-015477-0,3605-015477-0.jpg,North China Magazine 1941-1-12_Page_190_(2).jpg,Positive,Matches,
3605-015477-0,3605-015477-0.jpg,North China Magazine 1941-1-12_Page_191.jpg,Positive,Matches,
3605-015568-0,3605-015568-0.jpg,North China Magazine 1940-1-12_Page_297_(2).jpg,Positive,Matches,
3701-015636-0,3701-015636-0.jpg,North China Magazine 1940-1-12_Page_028_(5).jpg,Negative,Matches,
3701-015637-0,3701-015637-0.jpg,North China Magazine 1940-1-12_Page_028_(5).jpg,Positive,Matches,
3701-015666-0,3701-015666-0.jpg,North China Magazine 1941-1-12_Page_325_(2).jpg,Positive,Matches,
3701-015674-0,3701-015674-0.jpg,North China Magazine 1940-1-12_Page_017_(1).jpg,Positive,Matches,
3701-015794-0,3701-015794-0.jpg,North China Magazine 1940-1-12_Page_162.jpg,Positive,Matches,
3701-015802-0,3701-015802-0.jpg,North China Magazine 1940-1-12_Page_080_(3).jpg,Positive,Matches,
3701-015809-0,3701-015809-0.jpg,North China Magazine 1940-1-12_Page_080_(1).jpg,Negative,Matches,
3701-015818-0,3701-015818-0.jpg,North China Magazine 1939-6-12_Page_119.jpg,Positive,Matches,
3701-015822-0,3701-015822-0.jpg,North China Magazine 1940-1-12_Page_081_(2).jpg,Positive,Matches,
3701-015842-0,3701-015842-0.jpg,North China Magazine 1941-1-12_Page_190_(1).jpg,Positive,Matches,
3701-015858-0,3701-015858-0.jpg,North China Magazine 1941-1-12_Page_244_(4).jpg,Positive,Matches,
3701-015992-0,3701-015992-0.jpg,North China Magazine 1942-1-12_Page_602_(5).jpg,Positive,Matches,
3701-015996-0,3701-015996-0.jpg,North China Magazine 1942-1-12_Page_291_(6).jpg,Positive,Matches,
3701-016001-0,3701-016001-0.jpg,North China Magazine 1939-6-12_Page_331_(2).jpg,Negative,Matches,
3701-016001-0,3701-016001-0.jpg,North China Magazine 1942-1-12_Page_114_(2).jpg,Negative,Matches,
3701-016002-0,3701-016002-0.jpg,North China Magazine 1939-6-12_Page_331_(2).jpg,Negative,Matches,
3701-016059-0,3701-016059-0.jpg,North China Magazine 1939-6-12_Page_349_(4).jpg,Positive,Matches,
3701-016061-0,3701-016061-0.jpg,North China Magazine 1939-6-12_Page_348.jpg,Positive,Matches,
3701-016061-0,3701-016061-0.jpg,North China Magazine 1939-6-12_Page_349_(1).jpg,Positive,Matches,
3701-016062-0,3701-016062-0.jpg,North China Magazine 1939-6-12_Page_349_(3).jpg,Positive,Matches,
3701-016067-0,3701-016067-0.jpg,North China Magazine 1939-6-12_Page_349_(2).jpg,Negative,Matches,
3701-016068-0,3701-016068-0.jpg,North China Magazine 1939-6-12_Page_349_(2).jpg,Positive,Matches,
3701-016094-0,3701-016094-0.jpg,North China Magazine 1940-1-12_Page_568.jpg,Positive,Matches,
3701-016094-0,3701-016094-0.jpg,North China Magazine 1941-1-12_Page_279.jpg,Positive,Matches,
3701-016097-0,3701-016097-0.jpg,North China Magazine 1940-1-12_Page_299_(1).jpg,Negative,Matches,
3701-016105-0,3701-016105-0.jpg,North China Magazine 1941-1-12_Page_071.jpg,Negative,Matches,
3701-016107-0,3701-016107-0.jpg,North China Magazine 1941-1-12_Page_071.jpg,Negative,Matches,
3701-016113-0,3701-016113-0.jpg,North China Magazine 1941-1-12_Page_237_(2).jpg,Negative,Matches,
3701-016114-0,3701-016114-0.jpg,North China Magazine 1941-1-12_Page_237_(2).jpg,Positive,Matches,
3701-016125-0_(1),3701-016125-0_(1).jpg,North China Magazine 1940-1-12_Page_084_(1).jpg,Negative,Matches,
3701-016166-0,3701-016166-0.jpg,North China Magazine 1940-1-12_Page_236_(2).jpg,Negative,Matches,
3701-016192-0,3701-016192-0.jpg,North China Magazine 1940-1-12_Page_284_(4).jpg,Positive,Matches,
3701-016194-0,3701-016194-0.jpg,North China Magazine 1940-1-12_Page_284_(4).jpg,Negative,Matches,
3701-016195-0,3701-016195-0.jpg,North China Magazine 1940-1-12_Page_285_(2).jpg,Positive,Matches,
3701-016196-0,3701-016196-0.jpg,North China Magazine 1942-1-12_Page_217.jpg,Positive,Matches,
3701-016206-1,3701-016206-1.jpg,North China Magazine 1940-1-12_Page_231_(1).jpg,Positive,Matches,
3701-016209-0,3701-016209-0.jpg,North China Magazine 1940-1-12_Page_237_(1).jpg,Positive,Matches,
3701-016212-0,3701-016212-0.jpg,North China Magazine 1940-1-12_Page_163.jpg,Positive,Matches,
3701-016214-0,3701-016214-0.jpg,North China Magazine 1940-1-12_Page_237_(2).jpg,Negative,Matches,
3701-016214-0,3701-016214-0.jpg,North China Magazine 1941-1-12_Page_161.jpg,Negative,Matches,
3701-016215-0,3701-016215-0.jpg,North China Magazine 1940-1-12_Page_237_(2).jpg,Negative,Matches,
3701-016215-0,3701-016215-0.jpg,North China Magazine 1941-1-12_Page_161.jpg,Negative,Matches,
3701-016215-0,3701-016215-0.jpg,North China Magazine 1942-1-12_Page_225_(1).jpg,Negative,Matches,
3701-016216-0,3701-016216-0.jpg,North China Magazine 1940-1-12_Page_237_(2).jpg,Positive,Matches,
3701-016216-0,3701-016216-0.jpg,North China Magazine 1941-1-12_Page_160.jpg,Positive,Matches,
3701-016216-0,3701-016216-0.jpg,North China Magazine 1941-1-12_Page_161.jpg,Positive,Matches,
3701-016216-0,3701-016216-0.jpg,North China Magazine 1942-1-12_Page_225_(1).jpg,Negative,Matches,
3701-016236-0,3701-016236-0.jpg,North China Magazine 1940-1-12_Page_187_(1).jpg,Negative,Matches,
3701-016237-0,3701-016237-0.jpg,North China Magazine 1940-1-12_Page_187_(1).jpg,Positive,Matches,
3701-016252-0,3701-016252-0.jpg,North China Magazine 1940-1-12_Page_186.jpg,Positive,Matches,
3701-016253-0,3701-016253-0.jpg,North China Magazine 1940-1-12_Page_186.jpg,Negative,Matches,
3701-016260-0,3701-016260-0.jpg,North China Magazine 1940-1-12_Page_187_(2).jpg,Positive,Matches,
3701-016267-0,3701-016267-0.jpg,North China Magazine 1939-6-12_Page_028_(6).jpg,Negative,Matches,
3701-016279-0,3701-016279-0.jpg,North China Magazine 1939-6-12_Page_075_(2).jpg,Positive,Matches,
3701-016281-1,3701-016281-1.jpg,North China Magazine 1939-6-12_Page_075_(2).jpg,Negative,Matches,
3701-016283-0,3701-016283-0.jpg,North China Magazine 1939-6-12_Page_074_(1).jpg,Positive,Matches,
3701-016283-0,3701-016283-0.jpg,North China Magazine 1939-6-12_Page_075_(1).jpg,Negative,Matches,
3701-016286-0,3701-016286-0.jpg,North China Magazine 1941-1-12_Page_321.jpg,Negative,Matches,
3701-016288-0,3701-016288-0.jpg,North China Magazine 1939-6-12_Page_075_(1).jpg,Negative,Matches,
3701-016288-0,3701-016288-0.jpg,North China Magazine 1941-1-12_Page_321.jpg,Negative,Matches,
3701-016293-0,3701-016293-0.jpg,North China Magazine 1941-1-12_Page_321.jpg,Negative,Matches,
3701-016294-0,3701-016294-0.jpg,North China Magazine 1941-1-12_Page_321.jpg,Negative,Matches,
3701-016295-0,3701-016295-0.jpg,North China Magazine 1939-6-12_Page_075_(1).jpg,Negative,Matches,
3701-016296-0,3701-016296-0.jpg,North China Magazine 1939-6-12_Page_075_(1).jpg,Negative,Matches,
3701-016302-0,3701-016302-0.jpg,North China Magazine 1939-6-12_Page_074_(2).jpg,Positive,Matches,
3701-016305-0,3701-016305-0.jpg,North China Magazine 1939-6-12_Page_075_(1).jpg,Negative,Matches,
3701-016305-0,3701-016305-0.jpg,North China Magazine 1941-1-12_Page_321.jpg,Negative,Matches,
3701-016306-0,3701-016306-0.jpg,North China Magazine 1939-6-12_Page_075_(1).jpg,Negative,Matches,
3701-016306-0,3701-016306-0.jpg,North China Magazine 1941-1-12_Page_321.jpg,Negative,Matches,
3701-016307-0,3701-016307-0.jpg,North China Magazine 1939-6-12_Page_075_(1).jpg,Negative,Matches,
3701-016307-0,3701-016307-0.jpg,North China Magazine 1941-1-12_Page_321.jpg,Positive,Matches,
3701-016308-0,3701-016308-0.jpg,North China Magazine 1939-6-12_Page_075_(1).jpg,Negative,Matches,
3701-016308-0,3701-016308-0.jpg,North China Magazine 1941-1-12_Page_321.jpg,Negative,Matches,
3701-016309-0,3701-016309-0.jpg,North China Magazine 1939-6-12_Page_075_(1).jpg,Negative,Matches,
3701-016309-0,3701-016309-0.jpg,North China Magazine 1941-1-12_Page_321.jpg,Negative,Matches,
3701-016310-0,3701-016310-0.jpg,North China Magazine 1939-6-12_Page_075_(1).jpg,Positive,Matches,
3701-016310-0,3701-016310-0.jpg,North China Magazine 1941-1-12_Page_321.jpg,Negative,Matches,
3701-016311-0,3701-016311-0.jpg,North China Magazine 1939-6-12_Page_075_(1).jpg,Negative,Matches,
3701-016311-0,3701-016311-0.jpg,North China Magazine 1941-1-12_Page_321.jpg,Negative,Matches,
3701-016312-0,3701-016312-0.jpg,North China Magazine 1939-6-12_Page_075_(1).jpg,Negative,Matches,
3701-016312-0,3701-016312-0.jpg,North China Magazine 1941-1-12_Page_321.jpg,Negative,Matches,
3701-016326-0,3701-016326-0.jpg,North China Magazine 1941-1-12_Page_321.jpg,Negative,Matches,
3701-016328-0,3701-016328-0.jpg,North China Magazine 1939-6-12_Page_074_(3).jpg,Negative,Matches,
3701-016329-0,3701-016329-0.jpg,North China Magazine 1939-6-12_Page_074_(3).jpg,Positive,Matches,
3701-016333-0,3701-016333-0.jpg,North China Magazine 1940-1-12_Page_279_(6).jpg,Positive,Matches,
3701-016337-0,3701-016337-0.jpg,North China Magazine 1939-6-12_Page_072_(3).jpg,Positive,Matches,
3701-016337-0,3701-016337-0.jpg,North China Magazine 1940-1-12_Page_117_(3).jpg,Positive,Matches,
3701-016338-0,3701-016338-0.jpg,North China Magazine 1940-1-12_Page_117_(3).jpg,Negative,Matches,
3701-016339-0,3701-016339-0.jpg,North China Magazine 1940-1-12_Page_511_(3).jpg,Negative,Matches,
3701-016340-0,3701-016340-0.jpg,North China Magazine 1940-1-12_Page_511_(3).jpg,Positive,Matches,
3701-016346-0,3701-016346-0.jpg,North China Magazine 1939-6-12_Page_072_(1).jpg,Positive,Matches,
3701-016348-0,3701-016348-0.jpg,North China Magazine 1939-6-12_Page_072_(6).jpg,Negative,Matches,
3701-016350-0,3701-016350-0.jpg,North China Magazine 1939-6-12_Page_073_(1).jpg,Positive,Matches,
3701-016353-0,3701-016353-0.jpg,North China Magazine 1939-6-12_Page_072_(2).jpg,Positive,Matches,
3701-016353-0,3701-016353-0.jpg,North China Magazine 1939-6-12_Page_072_(6).jpg,Negative,Matches,
3701-016354-0,3701-016354-0.jpg,North China Magazine 1939-6-12_Page_072_(6).jpg,Positive,Matches,
3701-016355-0,3701-016355-0.jpg,North China Magazine 1939-6-12_Page_069_(2).jpg,Positive,Matches,
3701-016360-0,3701-016360-0.jpg,North China Magazine 1939-6-12_Page_073_(2).jpg,Positive,Matches,
3701-016364-0,3701-016364-0.jpg,North China Magazine 1940-1-12_Page_117_(2).jpg,Positive,Matches,
3701-016368-0,3701-016368-0.jpg,North China Magazine 1940-1-12_Page_227_(2).jpg,Positive,Matches,
3701-016374-0,3701-016374-0.jpg,North China Magazine 1941-1-12_Page_129.jpg,Positive,Matches,
3701-016375-0,3701-016375-0.jpg,North China Magazine 1941-1-12_Page_129.jpg,Negative,Matches,
3701-016420-0,3701-016420-0.jpg,North China Magazine 1940-1-12_Page_441_(1).jpg,Negative,Matches,
3701-016421-0,3701-016421-0.jpg,North China Magazine 1939-6-12_Page_107.jpg,Negative,Matches,
3701-016421-0,3701-016421-0.jpg,North China Magazine 1940-1-12_Page_441_(6).jpg,Negative,Matches,
